scenarioId,flow,itemId,voiceId,exposureType,implementationState,gapAssumptionMs,sequenceOrder,cueKeys,scripts,assetCount,estimatedSpeechMs,estimatedTotalMs,countdownStartsAtMs,audibleGoAtMs,budgetClass,targetMs,hardMaxMs,passesTarget,passesHardMax,notes
training-mini-band-lateral-walk-later-set-marcus-gap100,training,mini-band-lateral-walk,marcus,later_set_same_side_context,implementation_required_before_preview,100,1;2,ex-mini-band-lateral-walk-next-v21;target-mini-band-lateral-walk-v21,Mini-band lateral walk.;Move for thirty seconds.,2,3640,3740,3740,6740,later_set_reminder,4000,6000,true,true,No total set count.
training-mini-band-lateral-walk-later-set-marcus-gap250,training,mini-band-lateral-walk,marcus,later_set_same_side_context,implementation_required_before_preview,250,1;2,ex-mini-band-lateral-walk-next-v21;target-mini-band-lateral-walk-v21,Mini-band lateral walk.;Move for thirty seconds.,2,3640,3890,3890,6890,later_set_reminder,4000,6000,true,true,No total set count.
training-mini-band-lateral-walk-side-change-clara-gap0,training,mini-band-lateral-walk,clara,side_change_path,implementation_required_before_preview,0,1,ex-mini-band-lateral-walk-next-v21,Mini-band lateral walk.,1,1860,1860,1860,4860,later_set_reminder,4000,6000,true,true,Not side-specific.
training-mini-band-lateral-walk-side-change-clara-gap100,training,mini-band-lateral-walk,clara,side_change_path,implementation_required_before_preview,100,1,ex-mini-band-lateral-walk-next-v21,Mini-band lateral walk.,1,1860,1860,1860,4860,later_set_reminder,4000,6000,true,true,Not side-specific.
training-mini-band-lateral-walk-side-change-clara-gap250,training,mini-band-lateral-walk,clara,side_change_path,implementation_required_before_preview,250,1,ex-mini-band-lateral-walk-next-v21,Mini-band lateral walk.,1,1860,1860,1860,4860,later_set_reminder,4000,6000,true,true,Not side-specific.
training-mini-band-lateral-walk-side-change-marcus-gap0,training,mini-band-lateral-walk,marcus,side_change_path,implementation_required_before_preview,0,1,ex-mini-band-lateral-walk-next-v21,Mini-band lateral walk.,1,1820,1820,1820,4820,later_set_reminder,4000,6000,true,true,Not side-specific.
training-mini-band-lateral-walk-side-change-marcus-gap100,training,mini-band-lateral-walk,marcus,side_change_path,implementation_required_before_preview,100,1,ex-mini-band-lateral-walk-next-v21,Mini-band lateral walk.,1,1820,1820,1820,4820,later_set_reminder,4000,6000,true,true,Not side-specific.
training-mini-band-lateral-walk-side-change-marcus-gap250,training,mini-band-lateral-walk,marcus,side_change_path,implementation_required_before_preview,250,1,ex-mini-band-lateral-walk-next-v21,Mini-band lateral walk.,1,1820,1820,1820,4820,later_set_reminder,4000,6000,true,true,Not side-specific.
training-mini-band-lateral-walk-repeat-clara-gap0,training,mini-band-lateral-walk,clara,repeat_instructions,implementation_required_before_preview,0,1;2,ex-mini-band-lateral-walk-first-v21;target-mini-band-lateral-walk-v21,Mini-band lateral walk. Band above your knees. Take small controlled steps both directions.;Move for thirty seconds.,2,7320,7320,7320,10320,repeat_instructions,10000,14000,true,true,No set count.
training-mini-band-lateral-walk-repeat-clara-gap100,training,mini-band-lateral-walk,clara,repeat_instructions,implementation_required_before_preview,100,1;2,ex-mini-band-lateral-walk-first-v21;target-mini-band-lateral-walk-v21,Mini-band lateral walk. Band above your knees. Take small controlled steps both directions.;Move for thirty seconds.,2,7320,7420,7420,10420,repeat_instructions,10000,14000,true,true,No set count.
training-mini-band-lateral-walk-repeat-clara-gap250,training,mini-band-lateral-walk,clara,repeat_instructions,implementation_required_before_preview,250,1;2,ex-mini-band-lateral-walk-first-v21;target-mini-band-lateral-walk-v21,Mini-band lateral walk. Band above your knees. Take small controlled steps both directions.;Move for thirty seconds.,2,7320,7570,7570,10570,repeat_instructions,10000,14000,true,true,No set count.
training-mini-band-lateral-walk-repeat-marcus-gap0,training,mini-band-lateral-walk,marcus,repeat_instructions,implementation_required_before_preview,0,1;2,ex-mini-band-lateral-walk-first-v21;target-mini-band-lateral-walk-v21,Mini-band lateral walk. Band above your knees. Take small controlled steps both directions.;Move for thirty seconds.,2,7140,7140,7140,10140,repeat_instructions,10000,14000,true,true,No set count.
training-mini-band-lateral-walk-repeat-marcus-gap100,training,mini-band-lateral-walk,marcus,repeat_instructions,implementation_required_before_preview,100,1;2,ex-mini-band-lateral-walk-first-v21;target-mini-band-lateral-walk-v21,Mini-band lateral walk. Band above your knees. Take small controlled steps both directions.;Move for thirty seconds.,2,7140,7240,7240,10240,repeat_instructions,10000,14000,true,true,No set count.
training-mini-band-lateral-walk-repeat-marcus-gap250,training,mini-band-lateral-walk,marcus,repeat_instructions,implementation_required_before_preview,250,1;2,ex-mini-band-lateral-walk-first-v21;target-mini-band-lateral-walk-v21,Mini-band lateral walk. Band above your knees. Take small controlled steps both directions.;Move for thirty seconds.,2,7140,7390,7390,10390,repeat_instructions,10000,14000,true,true,No set count.
training-mini-band-lateral-walk-tracking-recovery-clara-gap0,training,mini-band-lateral-walk,clara,tracking_loss_recovery,implementation_required_before_preview,0,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5160,5160,8160,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-mini-band-lateral-walk-tracking-recovery-clara-gap100,training,mini-band-lateral-walk,clara,tracking_loss_recovery,implementation_required_before_preview,100,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5260,5260,8260,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-mini-band-lateral-walk-tracking-recovery-clara-gap250,training,mini-band-lateral-walk,clara,tracking_loss_recovery,implementation_required_before_preview,250,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5410,5410,8410,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-mini-band-lateral-walk-tracking-recovery-marcus-gap0,training,mini-band-lateral-walk,marcus,tracking_loss_recovery,implementation_required_before_preview,0,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5040,5040,8040,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-mini-band-lateral-walk-tracking-recovery-marcus-gap100,training,mini-band-lateral-walk,marcus,tracking_loss_recovery,implementation_required_before_preview,100,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5140,5140,8140,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-mini-band-lateral-walk-tracking-recovery-marcus-gap250,training,mini-band-lateral-walk,marcus,tracking_loss_recovery,implementation_required_before_preview,250,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5290,5290,8290,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-mini-band-lateral-walk-pause-resume-clara-gap0,training,mini-band-lateral-walk,clara,pause_resume,ready_after_audio_generation,0,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1800,1800,4800,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-mini-band-lateral-walk-pause-resume-clara-gap100,training,mini-band-lateral-walk,clara,pause_resume,ready_after_audio_generation,100,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1900,1900,4900,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-mini-band-lateral-walk-pause-resume-clara-gap250,training,mini-band-lateral-walk,clara,pause_resume,ready_after_audio_generation,250,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,2050,2050,5050,control_confirmation,2000,3500,false,true,Controls do not replay instructions.
training-mini-band-lateral-walk-pause-resume-marcus-gap0,training,mini-band-lateral-walk,marcus,pause_resume,ready_after_audio_generation,0,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1800,1800,4800,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-mini-band-lateral-walk-pause-resume-marcus-gap100,training,mini-band-lateral-walk,marcus,pause_resume,ready_after_audio_generation,100,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1900,1900,4900,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-mini-band-lateral-walk-pause-resume-marcus-gap250,training,mini-band-lateral-walk,marcus,pause_resume,ready_after_audio_generation,250,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,2050,2050,5050,control_confirmation,2000,3500,false,true,Controls do not replay instructions.
training-neck-rotation-first-use-cold-clara-gap0,training,neck-rotation,clara,first_use_cold_equipment,ready_after_audio_generation,0,1;2;3,ex-neck-rotation-first-v21;final-position-set-v21;target-neck-rotation-v21,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.;You're set.;Move slowly until I say stop.",3,10620,10620,10620,13620,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-neck-rotation-first-use-cold-clara-gap100,training,neck-rotation,clara,first_use_cold_equipment,ready_after_audio_generation,100,1;2;3,ex-neck-rotation-first-v21;final-position-set-v21;target-neck-rotation-v21,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.;You're set.;Move slowly until I say stop.",3,10620,10820,10820,13820,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-neck-rotation-first-use-cold-clara-gap250,training,neck-rotation,clara,first_use_cold_equipment,ready_after_audio_generation,250,1;2;3,ex-neck-rotation-first-v21;final-position-set-v21;target-neck-rotation-v21,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.;You're set.;Move slowly until I say stop.",3,10620,11120,11120,14120,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-neck-rotation-first-use-cold-marcus-gap0,training,neck-rotation,marcus,first_use_cold_equipment,ready_after_audio_generation,0,1;2;3,ex-neck-rotation-first-v21;final-position-set-v21;target-neck-rotation-v21,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.;You're set.;Move slowly until I say stop.",3,10360,10360,10360,13360,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-neck-rotation-first-use-cold-marcus-gap100,training,neck-rotation,marcus,first_use_cold_equipment,ready_after_audio_generation,100,1;2;3,ex-neck-rotation-first-v21;final-position-set-v21;target-neck-rotation-v21,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.;You're set.;Move slowly until I say stop.",3,10360,10560,10560,13560,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-neck-rotation-first-use-cold-marcus-gap250,training,neck-rotation,marcus,first_use_cold_equipment,ready_after_audio_generation,250,1;2;3,ex-neck-rotation-first-v21;final-position-set-v21;target-neck-rotation-v21,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.;You're set.;Move slowly until I say stop.",3,10360,10860,10860,13860,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-neck-rotation-first-use-warm-clara-gap0,training,neck-rotation,clara,first_use_after_family_introduced,ready_after_audio_generation,0,1;2;3,ex-neck-rotation-first-v21;final-position-set-v21;target-neck-rotation-v21,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.;You're set.;Move slowly until I say stop.",3,10620,10620,10620,13620,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-neck-rotation-first-use-warm-clara-gap100,training,neck-rotation,clara,first_use_after_family_introduced,ready_after_audio_generation,100,1;2;3,ex-neck-rotation-first-v21;final-position-set-v21;target-neck-rotation-v21,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.;You're set.;Move slowly until I say stop.",3,10620,10820,10820,13820,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-neck-rotation-first-use-warm-clara-gap250,training,neck-rotation,clara,first_use_after_family_introduced,ready_after_audio_generation,250,1;2;3,ex-neck-rotation-first-v21;final-position-set-v21;target-neck-rotation-v21,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.;You're set.;Move slowly until I say stop.",3,10620,11120,11120,14120,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-neck-rotation-first-use-warm-marcus-gap0,training,neck-rotation,marcus,first_use_after_family_introduced,ready_after_audio_generation,0,1;2;3,ex-neck-rotation-first-v21;final-position-set-v21;target-neck-rotation-v21,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.;You're set.;Move slowly until I say stop.",3,10360,10360,10360,13360,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-neck-rotation-first-use-warm-marcus-gap100,training,neck-rotation,marcus,first_use_after_family_introduced,ready_after_audio_generation,100,1;2;3,ex-neck-rotation-first-v21;final-position-set-v21;target-neck-rotation-v21,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.;You're set.;Move slowly until I say stop.",3,10360,10560,10560,13560,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
